genesymbol,seqname,start,end
NDNF,chr4,121035613,121073021
RN7SKP137,chr4,121061172,121061478
NDNF-AS1,chr4,121071429,121080476
ENSG00000271302,chr4,121118299,121118734
TNIP3,chr4,121131408,121227466
RNU6-948P,chr4,121192797,121192903
QRFPR,chr4,121328642,121381059
Y_RNA,chr4,121329069,121329170
ENSG00000213480,chr4,121369433,121370345
TUBB4BP5,chr4,121451541,121451967
ANXA5,chr4,121667946,121696995
SMIM43,chr4,121758881,121765427
PP12613,chr4,121764585,121766814
EXOSC9,chr4,121801318,121817021
CCNA2,chr4,121816444,121823883
BBS7,chr4,121824329,121870487
BBS7-DT,chr4,121870583,121872848
TRPC3,chr4,121874481,121952060
ENSG00000289342,chr4,121950963,121990023
ENSG00000237868,chr4,122077840,122078318
RN7SL335P,chr4,122087508,122087811
KIAA1109,chr4,122152331,122364167
ADAD1,chr4,122378966,122429802
IL2,chr4,122451470,122456725
IL21,chr4,122610108,122621066
IL21-AS1,chr4,122618983,122689156
ENSG00000287692,chr4,122700445,122708788
CETN4P,chr4,122728532,122732482
BBS12,chr4,122732702,122744942
ENSG00000244083,chr4,122815771,122816117
FGF2,chr4,122826708,122898236
ENSG00000240775,chr4,122840343,122840690
ENSG00000273007,chr4,122879778,122885805
NUDT6,chr4,122888697,122922968
SPATA5,chr4,122923070,123319433
ENSG00000250322,chr4,123259949,123260118
ENSG00000287951,chr4,123349250,123351221
SPRY1,chr4,123396795,123403760
ENSG00000249125,chr4,123490242,123522106
LINC02435,chr4,123505279,123527525
LINC01091,chr4,123539026,123962704
ENSG00000226655,chr4,123744923,123745673
RPL21P50,chr4,123745750,123746226
ENSG00000250458,chr4,123861860,123862015
ENSG00000286700,chr4,124025295,124028268
PPIAP76,chr4,124062462,124062990
ENSG00000249837,chr4,124149377,124252044
ENSG00000286734,chr4,124324973,124339047
TUBAP10,chr4,124435750,124437120
TECRP2,chr4,124462863,124463790
LINC02516,chr4,124499940,124558445
ANKRD50,chr4,124664048,124712732
FAT4,chr4,125314918,125492932
Y_RNA,chr4,125362819,125362929
MIR2054,chr4,125507259,125507307
ENSG00000250149,chr4,125676718,126017357
NUP58P1,chr4,125681177,125683668
TMEM248P1,chr4,125723267,125724217
LINC02379,chr4,126064128,126073370
H3P15,chr4,126106139,126106923
ENSG00000286251,chr4,126431694,126735523
RBM48P1,chr4,126563509,126564776
Y_RNA,chr4,127028107,127028219
ENSG00000250945,chr4,127043430,127077762
ENSG00000248491,chr4,127094410,127470569
ENSG00000287101,chr4,127228519,127352379
ENSG00000248209,chr4,127493505,127493828
ENSG00000249795,chr4,127498327,127498807
ENSG00000287021,chr4,127532828,127623803
INTU,chr4,127623271,127726737
SLC25A31,chr4,127730400,127774292
HSPA4L,chr4,127781821,127840733
ENSG00000282855,chr4,127809170,127809477
ENSG00000244021,chr4,127812720,127813200
ENSG00000261668,chr4,127840198,127844040
PLK4,chr4,127880893,127899224
RNU6-583P,chr4,127891991,127892082
MFSD8,chr4,127917799,127966034
ABHD18,chr4,127965306,128039953
LARP1B,chr4,128061286,128222931
ENSG00000241651,chr4,128069014,128069612
FOSL1P1,chr4,128155389,128156204
PGRMC2,chr4,128269237,128288829
LINC02615,chr4,128292751,128519398
ENSG00000273077,chr4,128552590,128553416
ENSG00000248187,chr4,128567972,128570531
ENSG00000248802,chr4,128582999,128601407
ENSG00000289243,chr4,128653873,128661363
JADRR,chr4,128768228,128769948
JADE1,chr4,128809700,128875224
SCLT1,chr4,128864921,129093600
ENSG00000275647,chr4,128944628,128944956
ENSG00000281369,chr4,129041766,129041877
C4orf33,chr4,129093317,129116640
CDRT15P11,chr4,129133106,129134098
ZSWIM5P3,chr4,129135926,129139740
ENSG00000251195,chr4,129177386,129179094
ENSG00000250193,chr4,129299175,129305022
ENSG00000287748,chr4,129362911,129377504
LINC02466,chr4,129612330,129771527
LINC02465,chr4,129771596,129975329
EEF1GP8,chr4,129903010,129904163
LINC02479,chr4,130376229,130432227
PGBD4P4,chr4,130494673,130495285
GAPDHP56,chr4,130503357,130504344
ENSG00000280059,chr4,130808507,130811933
ENSG00000250503,chr4,130881027,130885641
ENSG00000287924,chr4,130963925,130967575
ENSG00000250213,chr4,131112748,131113255
RNU6-224P,chr4,131273242,131273348
LINC02377,chr4,131379717,131591825
ENSG00000248715,chr4,131540281,131540489
RN7SL205P,chr4,131720260,131720543
SNHG27,chr4,131727587,131791492
SNORA70,chr4,131768140,131768249
ENSG00000249416,chr4,131768233,131768578
RPL7AP28,chr4,131857343,131857913
ENSG00000251555,chr4,131930031,131975952
ENSG00000251598,chr4,131978485,132345621
ENSG00000249463,chr4,132027175,132028434
ELL2P2,chr4,132367786,132368479
ENSG00000248369,chr4,132435802,132447235
LINC01256,chr4,132591064,132678503
AARS1P1,chr4,132592084,132592536
ENSG00000251488,chr4,132836772,132981677
ENSG00000249513,chr4,132985510,132988677
PCDH10-DT,chr4,133075311,133149147
R3HDM2P1,chr4,133124104,133126063
PCDH10,chr4,133149294,133208606
ENSG00000286467,chr4,133261022,133263115
ENSG00000250191,chr4,133574566,133575208
ENSG00000251388,chr4,133871246,134010690
ENSG00000251199,chr4,134026665,134327977
ENSG00000286253,chr4,134057468,134085506
PABPC4L,chr4,134196333,134201789
PES1P1,chr4,134327063,134328798
LINC02462,chr4,134383467,134545648
ENSG00000249000,chr4,134759399,134817289
ENSG00000249847,chr4,134932889,134934131
ENSG00000251228,chr4,134944275,134944523
ENSG00000241411,chr4,134952259,134952889
ENSG00000250144,chr4,135045464,135046850
ENSG00000248434,chr4,135067233,135097658
LINC02485,chr4,135112905,135123779
U6,chr4,135315418,135315522
KRT18P54,chr4,135371177,135371924
TARS2P1,chr4,135565117,135567157
ENSG00000250865,chr4,135792384,135805904
LINC00613,chr4,135866983,135913680
RNU1-89P,chr4,135995929,135996092
ENSG00000251492,chr4,136004509,136004902
ENSG00000261166,chr4,136097797,136099240
ENSG00000251567,chr4,136118675,136395471
ENSG00000250665,chr4,136125909,136138874
TERF1P3,chr4,136355110,136356336
ENSG00000279749,chr4,136553236,136553739
LINC02511,chr4,136795919,137212799
LINC02510,chr4,137193756,137198367
SERF1AP1,chr4,137301001,137301187
STMN1P2,chr4,137425426,137425864
RPS23P2,chr4,137448087,137448501
PCDH18,chr4,137518918,137532494
LINC02172,chr4,137545731,137603430
ENSG00000280352,chr4,137601899,137602433
ENSG00000250126,chr4,137645265,137655174
ENSG00000250777,chr4,137690477,137734977
ENSG00000287441,chr4,137751029,137755300
ENSG00000250034,chr4,137807706,137816402
ENSG00000287144,chr4,137943022,138051288
LINC00616,chr4,137978547,138131182
SLC7A11-AS1,chr4,138057464,138178177
SLC7A11,chr4,138164097,138242349
ENSG00000249091,chr4,138277115,138281784
LINC00498,chr4,138298856,138312658
LINC00499,chr4,138309613,138663403
LINC00500,chr4,138425523,138436869
ENSG00000248305,chr4,138481255,138482096
ENSG00000248795,chr4,138560704,138561941
ENSG00000250977,chr4,138664725,138665569
ENSG00000250501,chr4,138773537,138803567
ENSG00000250195,chr4,138819954,139012646
ENSG00000250577,chr4,138923930,138924232
NOCT,chr4,139015781,139045939
ELF2,chr4,139028112,139177218
RNU6-531P,chr4,139055475,139055578
RN7SL382P,chr4,139100377,139100658
PPP1R14BP3,chr4,139114930,139115374
Metazoa_SRP,chr4,139155153,139155444
ENSG00000288785,chr4,139177456,139245432
RN7SL311P,chr4,139185441,139185746
Y_RNA,chr4,139200395,139200513
RNU6-506P,chr4,139231026,139231119
RNU6-1074P,chr4,139256657,139256760
MGARP,chr4,139266165,139280225
NDUFC1,chr4,139266880,139302551
NAA15,chr4,139301505,139420033
RNU6-1214P,chr4,139318378,139318486
RAB33B-AS1,chr4,139411927,139454034
ENSG00000248863,chr4,139426299,139430884
ENSG00000239005,chr4,139436368,139436494
RAB33B,chr4,139453232,139476609
SETD7,chr4,139495941,139606699
FTH1P24,chr4,139546266,139546727
ENSG00000272717,chr4,139556799,139557643
ENSG00000261268,chr4,139564298,139623257
ENSG00000286896,chr4,139568573,139580143
MGST2,chr4,139665768,139740745
RN7SKP237,chr4,139685127,139685427
H3P16,chr4,139698144,139698554
MAML3,chr4,139716753,140154184
ENSG00000286320,chr4,139763053,139770391
RN7SKP253,chr4,139794125,139794433
ENSG00000250698,chr4,140128015,140134565
SCOC,chr4,140257286,140385728
SCOC-AS1,chr4,140283724,140373406
NDUFB4P9,chr4,140314163,140314550
RPL14P3,chr4,140366240,140366861
CLGN,chr4,140388453,140427661
MGAT4D,chr4,140442262,140498377
ENSG00000280262,chr4,140498402,140501330
ELMOD2,chr4,140524168,140553770
UCP1,chr4,140559431,140568961
ENSG00000287449,chr4,140577845,140579657
RN7SL152P,chr4,140577925,140578222
ENSG00000248621,chr4,140600401,140600575
TBC1D9,chr4,140620782,140756385
TNRC18P1,chr4,140641840,140645489
RNY1P14,chr4,140700835,140700942
ENSG00000248335,chr4,140712168,140716081
ENSG00000273472,chr4,140756528,140757921
Y_RNA,chr4,140779039,140779141
RNF150,chr4,140859807,141212877
ZNF330,chr4,141220887,141234697
ENSG00000248747,chr4,141240739,141278789
LINC02432,chr4,141302910,141357096
ENSG00000250189,chr4,141405172,141407586
ENSG00000272632,chr4,141430831,141431284
LINC02276,chr4,141569931,141576077
IL15,chr4,141636583,141733987
INPP4B,chr4,142023160,142847432
RPL5P13,chr4,142286917,142287625
LSM3P4,chr4,142317238,142317546
ENSG00000251248,chr4,142514446,142518983
ENSG00000249806,chr4,142566019,142660950
USP38-DT,chr4,142933195,143184861
ENSG00000251300,chr4,143045086,143045878
USP38,chr4,143184917,143223874
ENSG00000250969,chr4,143286293,143329858
Y_RNA,chr4,143309466,143309566
GAB1,chr4,143336762,143474568
MIR3139,chr4,143343460,143343535
ENSG00000228981,chr4,143349275,143350117
ENSG00000286771,chr4,143351515,143355794
RPSAP36,chr4,143424753,143426013
ENSG00000250540,chr4,143497412,143498126
SMARCA5-AS1,chr4,143513472,143514635
SMARCA5,chr4,143513702,143557486
ENSG00000248924,chr4,143555082,143555583
ENSG00000251600,chr4,143559457,144343750
GUSBP5,chr4,143559472,143561460
FREM3,chr4,143577302,143700675
ENSG00000250345,chr4,143760399,143762093
GYPE,chr4,143870864,143905563
ENSG00000249741,chr4,143911514,143912053
GYPB,chr4,143996104,144019380
ENSG00000286055,chr4,144010237,144012598
GYPA,chr4,144109303,144140751
ENSG00000285783,chr4,144111039,144870953
ENSG00000285713,chr4,144210701,145098174
ENSG00000261129,chr4,144505900,144509001
KRT18P51,chr4,144572238,144572983
HHIP-AS1,chr4,144642919,144661357
HHIP,chr4,144646156,144745271
ENSG00000289314,chr4,144687750,144689048
ENSG00000273621,chr4,144739762,144739941
ANAPC10,chr4,144831908,145098541
HSPD1P5,chr4,144845625,144847344
ENSG00000250406,chr4,144851572,144874787
ENSG00000251452,chr4,144920713,144921164
RN7SKP235,chr4,145035132,145035436
ABCE1,chr4,145098288,145129524
OTUD4,chr4,145110838,145180589
Y_RNA,chr4,145149537,145149649
RPS23P4,chr4,145269810,145270558
LINC02266,chr4,145335263,145343559
RTN3P1,chr4,145375543,145376253
ENSG00000278943,chr4,145376909,145377957
ENSG00000286420,chr4,145444899,145469638
NMNAT1P4,chr4,145456005,145456844
SMAD1,chr4,145481194,145559176
SMAD1-AS2,chr4,145497073,145502971
SMAD1-AS1,chr4,145514615,145517118
MMAA,chr4,145599042,145660033
NCOA4P3,chr4,145624159,145626035
ENSG00000248356,chr4,145642336,145650624
C4orf51,chr4,145680146,145771032
ZNF827,chr4,145757627,145938823
ENSG00000279481,chr4,145830456,145832980
ENSG00000251687,chr4,145833118,145839580
Y_RNA,chr4,145958128,145958240
ENSG00000260303,chr4,146052604,146056762
LINC01095,chr4,146077717,146121913
LSM6,chr4,146175703,146200000
ENSG00000279845,chr4,146180851,146181316
REELD1,chr4,146214515,146232267
ENSG00000251010,chr4,146241806,146243669
SLC10A7,chr4,146253975,146522372
MIR7849,chr4,146408583,146408688
ENSG00000288998,chr4,146522434,146523191
RNU1-44P,chr4,146580048,146580210
POU4F2,chr4,146638893,146642474
TTC29,chr4,146706617,146945882
ENSG00000248764,chr4,146934001,146945471
ENSG00000248346,chr4,146957438,146975457
ENSG00000260090,chr4,147005492,147009145
ENSG00000279376,chr4,147025914,147030072
ENSG00000286371,chr4,147060613,147159068
MIR548G,chr4,147344629,147344717
ENSG00000241281,chr4,147425974,147426351
PRMT5P1,chr4,147458724,147459321
EDNRA,chr4,147480917,147544954
ENSG00000280219,chr4,147487971,147496062
GTF2F2P1,chr4,147506091,147506765
LINC02507,chr4,147567606,147594589
TMEM184C-DT,chr4,147609552,147617245
TMEM184C,chr4,147617386,147672044
PRMT9,chr4,147637785,147684163
ARHGAP10,chr4,147732063,148072776
RNA5SP165,chr4,147745303,147745417
MIR4799,chr4,147782595,147782668
RN7SL254P,chr4,147808926,147809209
ENSG00000270387,chr4,147916529,147917386
NR3C2,chr4,148078762,148444698
ENSG00000250354,chr4,148146471,148208880
ENSG00000287292,chr4,148445703,149024624
ASS1P8,chr4,148526493,148527139
RNA5SP166,chr4,148557947,148558048
ENSG00000250357,chr4,148693032,148694323
ATP5MGP4,chr4,148703526,148703832
ENSG00000279016,chr4,148819351,148819956
ENSG00000249317,chr4,148940941,148942415
RNU7-197P,chr4,148991572,148991633
ENSG00000249752,chr4,149027445,149062522
LINC02430,chr4,149147793,149154175
LINC02355,chr4,149154279,149278123
IQCM,chr4,149351709,149896233
ENSG00000287565,chr4,149377257,149380107
ENSG00000250905,chr4,149666057,149711149
AKIRIN2P1,chr4,149789952,149790303
RNA5SP167,chr4,149907560,149907675
RNU6-1230P,chr4,149934376,149934483
ENSG00000250704,chr4,149956208,149958572
ENSG00000286711,chr4,150047004,150051290
DCLK2,chr4,150078445,150257438
RNU7-194P,chr4,150209706,150209768
LRBA,chr4,150264435,151015727
ENSG00000248521,chr4,150422645,150423642
ENSG00000249690,chr4,150579089,150581545
MAB21L2,chr4,150582151,150584693
ZBTB8OSP1,chr4,150720981,150721478
RNA5SP168,chr4,150970671,150970782
AK4P6,chr4,151027090,151027617
RPS3A,chr4,151099624,151104642
SNORD73B,chr4,151102057,151102128
SH3D19,chr4,151102751,151325605
SNORD73A,chr4,151103827,151103891
ENSG00000270681,chr4,151139991,151141103
ENSG00000249012,chr4,151259503,151262849
PRSS48,chr4,151277171,151291453
ENSG00000250350,chr4,151279030,151279192
RNU6-1282P,chr4,151300518,151300613
ENSG00000270265,chr4,151333775,151353224
FHIP1A-DT,chr4,151407551,151408835
FHIP1A,chr4,151409176,151670503
RN7SKP35,chr4,151576766,151576916
GATB,chr4,151670504,151761007
ENSG00000251455,chr4,151674483,151677893
ENSG00000249184,chr4,151798917,151833097
ENSG00000286761,chr4,151883711,151886239
ENSG00000249708,chr4,151887543,151891263
ENSG00000249818,chr4,151904932,151928710
ENSG00000248991,chr4,151912853,151943933
ENSG00000286066,chr4,151949338,151991925
ENSG00000251249,chr4,151955991,151969381
RNA5SP169,chr4,151971497,151971613
ENSG00000286720,chr4,151988526,152045275
LINC02273,chr4,152090459,152110157
ENSG00000287504,chr4,152113857,152116497
ENSG00000250706,chr4,152146385,152178573
ENSG00000251377,chr4,152206987,152225870
RN7SL446P,chr4,152264150,152264445
ENSG00000270302,chr4,152308283,152309983
ENSG00000270883,chr4,152317902,152318364
FBXW7,chr4,152320544,152536092
FBXW7-AS1,chr4,152337655,152338098
ENSG00000287555,chr4,152448275,152513788
MIR3140,chr4,152489327,152489416
MIR4453HG,chr4,152536264,152539263
MIR4453,chr4,152536428,152536516
RPS3AP18,chr4,152551277,152552364
ENSG00000240669,chr4,152613875,152614333
TMEM154,chr4,152618628,152680012
ENSG00000248571,chr4,152666368,152670107
TIGD4,chr4,152769354,152779730
ARFIP1,chr4,152779937,152918463
NSA2P6,chr4,152796063,152796831
FAM192BP,chr4,152927446,152928207
ENSG00000287642,chr4,152934340,152936881
FHDC1,chr4,152936323,152979671
ENSG00000249022,chr4,153034211,153091563
TRIM2,chr4,153152163,153339319
ENSG00000288637,chr4,153152435,153415081
RNU6-1196P,chr4,153265662,153265755
Y_RNA,chr4,153266909,153267010
ANXA2P1,chr4,153307792,153308717
MND1,chr4,153344649,153415118
RN7SL419P,chr4,153381729,153382015
TMEM131L,chr4,153466346,153636711
ENSG00000287216,chr4,153633692,153655689
ENSG00000250771,chr4,153640168,153681180
WDR45P1,chr4,153658572,153659653
TLR2,chr4,153684070,153706260
RNF175,chr4,153710160,153760024
ENSG00000249309,chr4,153720327,153727722
SFRP2,chr4,153780591,153789083
ENSG00000280241,chr4,153948718,154300500
DCHS2,chr4,154231742,154491799
ENSG00000278981,chr4,154235980,154237598
ENSG00000280005,chr4,154261735,154262193
ENSG00000249200,chr4,154373886,154374347
ENSG00000250609,chr4,154523487,154524807
PLRG1,chr4,154535005,154550400
RNU6-1285P,chr4,154543933,154544037
ENSG00000248611,chr4,154555208,154555985
FGB,chr4,154563011,154572807
FGA,chr4,154583128,154590745
FGG,chr4,154604134,154612967
ENSG00000287770,chr4,154605952,154606077
LRAT,chr4,154626945,154753120
NDUFB2P1,chr4,154724586,154724880
ENSG00000249041,chr4,154754756,154781873
ENSG00000249692,chr4,154770568,154770916
RBM46,chr4,154781213,154828813
RNU2-66P,chr4,154787118,154787278
RNU2-44P,chr4,154790291,154790484
ENSG00000250910,chr4,155173716,155381694
NPY2R-AS1,chr4,155206529,155209027
NPY2R,chr4,155208636,155217078
ENSG00000249924,chr4,155286162,155287136
MAP9,chr4,155342658,155376970
YWHAEP4,chr4,155381042,155381239
ENSG00000250398,chr4,155383107,155384102
ENSG00000271606,chr4,155385352,155385492
ENSG00000287730,chr4,155442650,155448610
MTCYBP17,chr4,155451617,155452405
MTND6P17,chr4,155452526,155453044
MTND5P9,chr4,155453049,155454803
MTND4P8,chr4,155455050,155456411
MTND3P3,chr4,155456638,155456981
MTCO3P9,chr4,155457180,155457960
MTATP6P9,chr4,155457961,155458640
MTCO2P9,chr4,155458870,155459563
MTCO1P9,chr4,155459704,155461237
MTND2P33,chr4,155461633,155462663
MTND1P22,chr4,155462873,155463823
ENSG00000251244,chr4,155496110,155520353
GUCY1A1,chr4,155666726,155737059
ENSG00000260244,chr4,155734448,155737062
GUCY1B1,chr4,155758992,155807811
ASIC5,chr4,155829729,155866277
TDO2,chr4,155854738,155920406
CTSO,chr4,155921580,155953912
ENSG00000289320,chr4,155980938,156010378
FTH1P21,chr4,156006478,156006988
ENSG00000251511,chr4,156585979,156590039
LINC02272,chr4,156634494,156642454
ENSG00000249479,chr4,156642580,156643569
ENSG00000248912,chr4,156686664,156692636
PDGFC,chr4,156760454,156971799
ENSG00000248629,chr4,156841359,156842236
ENSG00000280284,chr4,156876435,156876820
ENSG00000278880,chr4,156886645,156886862
ENSG00000250622,chr4,156972631,156972956
RPPH1-3P,chr4,156986372,156986693
Y_RNA,chr4,157064557,157064663
GLRB,chr4,157076125,157172090
RNU6-582P,chr4,157201562,157201668
GRIA2,chr4,157204182,157366075
ENSG00000249819,chr4,157204462,157204855
ENSG00000286133,chr4,157568731,157824256
LINC02433,chr4,157572490,157576154
ENSG00000249275,chr4,157637687,157667044
Y_RNA,chr4,157768013,157768113
ENSG00000249627,chr4,157815010,157815480
ENSG00000279703,chr4,157818101,157818572
ENSG00000286862,chr4,157879902,157962924
ENSG00000287226,chr4,157929071,158094763
ENSG00000279994,chr4,157945817,157946642
ENSG00000250475,chr4,157968412,157969615
ENSG00000279139,chr4,158109500,158110153
ENSG00000280140,chr4,158111361,158111931
GASK1B,chr4,158124474,158173318
GASK1B-AS1,chr4,158170752,158202877
ENSG00000287822,chr4,158178168,158182806
NUDT19P5,chr4,158182825,158183393
ENSG00000250604,chr4,158199105,158228668
TMEM144,chr4,158201604,158255416
ENSG00000286558,chr4,158262995,158270211
AIDAP2,chr4,158270378,158278676
RXFP1,chr4,158315311,158653372
RNU4-79P,chr4,158395394,158395534
ENSG00000248387,chr4,158469586,158470702
ENSG00000249901,chr4,158490766,158509908
C4orf46,chr4,158666675,158672255
ETFDH,chr4,158671968,158710742
U3,chr4,158700691,158700909
PPID,chr4,158709127,158723396
FNIP2,chr4,158769026,158908050
RNU6-128P,chr4,158794590,158794696
C4orf45,chr4,158893134,159038760
SNORD39,chr4,158909373,158909450
PSME2P3,chr4,159007119,159007835
FABP5P12,chr4,159026139,159026527
Y_RNA,chr4,159064297,159064398
RAPGEF2,chr4,159103013,159360174
MIR3688-1,chr4,159128802,159128894
MIR3688-2,chr4,159128805,159128891
ENSG00000248552,chr4,159375099,159375322
ENSG00000250180,chr4,159398533,159401246
LINC02233,chr4,159665833,159777828
ENSG00000250997,chr4,160521829,160522311
LINC02477,chr4,160539254,160586817
RPS14P7,chr4,160818422,160818869
ENSG00000249568,chr4,161378953,161388417
FSTL5,chr4,161383897,162164004
ENSG00000249419,chr4,162022733,162047567
MTHFD2P4,chr4,162322188,162323907
TOMM22P4,chr4,162521682,162522041
ENSG00000248431,chr4,162705359,162907428
ENSG00000287072,chr4,162806370,162844690
ENSG00000251123,chr4,162984795,162985416
MIR4454,chr4,163093574,163093628
ENSG00000250027,chr4,163108785,163119965
NAF1,chr4,163110073,163166890
ENSG00000250547,chr4,163265575,163266583
NPY1R,chr4,163323962,163344832
NPY5R,chr4,163343892,163351934
RPL35AP12,chr4,163382179,163382516
TKTL2,chr4,163471095,163473754
TMA16,chr4,163494442,163520539
MARCHF1,chr4,163524298,164384050
ENSG00000273449,chr4,163529771,163530697
RN7SKP105,chr4,163828800,163829113
YWHAQP4,chr4,163932526,163933182
ENSG00000250746,chr4,164188311,164190367
ANP32C,chr4,164197007,164197711
ENSG00000251162,chr4,164597719,164597976
RNU6-284P,chr4,164620732,164620837
CHORDC1P3,chr4,164725310,164726706
SMIM31,chr4,164754064,164803795
RNU6-668P,chr4,164787290,164787396
APELA,chr4,164877178,164898965
TRIM60P14,chr4,164915565,164916983
ENSG00000244146,chr4,164920618,164921063
ENSG00000285563,chr4,164920894,164931047
FAM218BP,chr4,164929494,164929951
ENSG00000270960,chr4,164933086,164933506
ENSG00000248645,chr4,164938322,164939990
NACA3P,chr4,164943290,164943937
ENSG00000236941,chr4,164948079,164949438
TRIM61,chr4,164954446,164977668
FAM218A,chr4,164956948,164959122
